510,660,810
3.8560000000000003,3.9055333333333331,3.9418666666666669
3.7515333333333336,3.7886666666666664,3.7944666666666667
3.7811333333333335,3.8150666666666666,3.8163333333333331
3.7203333333333335,3.7552666666666665,3.7552666666666665
3.6888000000000001,3.7162666666666668,3.7210666666666667
3.6998000000000002,3.7272000000000003,3.7331999999999996
3.6418666666666666,3.6682666666666668,3.6730666666666663
3.7992666666666666,3.8334666666666668,3.8347333333333333
3.9870000000000001,4.0278,4.029066666666667
3.9257333333333335,3.9638,3.9816666666666669
3.8254000000000001,3.8496000000000001,3.8703999999999996
3.7381333333333333,3.7750666666666666,3.7774666666666668
3.6845333333333334,3.7170000000000001,3.7193333333333332
3.6892666666666667,3.7172000000000001,3.7242000000000002
3.6970666666666667,3.7198666666666669,3.7324666666666668
3.6443333333333334,3.6648666666666667,3.6774
3.7172666666666667,3.7451333333333334,3.7520666666666664
3.7067999999999999,3.7415333333333334,3.7427333333333332
3.8658666666666668,3.8966666666666669,3.9062000000000001
3.8939999999999997,3.9763333333333337,3.9727999999999999
3.9548666666666668,4.081666666666667,4.1030666666666669
3.9022666666666668,3.9526666666666666,3.9983999999999997
3.754,3.8158666666666665,3.8414666666666668
3.6380666666666666,3.6934666666666667,3.7143999999999999
3.6454666666666666,3.7054666666666667,3.7248000000000001
3.6471333333333336,3.7032000000000003,3.7248000000000001
3.7186000000000003,3.777133333333333,3.7995999999999999
3.7097333333333333,3.786,3.8079333333333332
3.7329333333333334,3.7874666666666665,3.8161333333333332
4.2599999999999998,4.2644000000000002,4.3015333333333334
4.0052666666666665,4.118266666666667,4.2760666666666669
3.883866666666667,3.9576666666666669,3.9931333333333332
3.6835999999999998,3.740533333333333,3.7727999999999997
3.6949333333333332,3.7559333333333331,3.7828666666666666
3.6075333333333335,3.6634666666666664,3.6878666666666664
3.6718666666666668,3.7266666666666666,3.7524000000000002
3.6804000000000001,3.7383333333333337,3.7656000000000001
3.6745999999999999,3.7368000000000001,3.7645333333333335
3.7490666666666663,3.8134000000000001,3.8475999999999999
3.8448666666666669,3.9205333333333332,3.9594
